"expedition_name"	"latitude"	"longitude"	"lower_elevation"	"upper_elevation"	"locality_id"	"collector_number"	"species_epithet"	"habitat1"	"flower_color"	"phyllotaxy"	"tube_lo"	"tube_hi"	"meantube"	"beak_lo"	"beak_hi"	"meanbeak"	"nectar"	"beehav"	"stigmapos"	"habitat2"	"microhabitat"	"plant_description"	"locality_habitat"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.44	96.42	3965	4080	632	31856	"confertiflora"	"meadow"	"red, white"	0	12		12	7		7	0	1	"VA"		"Abundant on slope in meadow"	"Corolla magenta, base of galea white"	"Rock cliffs and talus slopes, moist areas along streams and seepages, dry meadows and remnant Picea-Juniperus forest"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.44	96.42	3965	4080	632	31857	"cranolopha"	"meadow"	"yellow"	1	36	40	45	7	8	7.5	0	1	"T-lateral"		"Abundant on slope in meadow"	"Corolla pale yellow with darker center"	"Rock cliffs and talus slopes, moist areas along streams and seepages, dry meadows and remnant Picea-Juniperus forest"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.44	96.42	3965	4080	632	31859	"oliveriana"	"meadow"	"red, white"	0	6	7	6.5	8		8	0	1	"A-lateral"		"Meadow on slope"	"Corolla purple, tube paler, nearly white"	"Rock cliffs and talus slopes, moist areas along streams and seepages, dry meadows and remnant Picea-Juniperus forest"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.44	96.42	3965	4080	632	31862	"lyrata"	"meadow"	"yellow"	0	7	10	8.5	0		0	1	0	"DA"		"Meadow"	"Corolla pale yellow"	"Rock cliffs and talus slopes, moist areas along streams and seepages, dry meadows and remnant Picea-Juniperus forest"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.44	96.42	3965	4080	632	31863	"kansuensis"	"meadow"	"red"	0	10	12	11	0		0	1	0	"DT"		"Meadow on slope"	"Corolla pink, but some plants pale pink and some with white corolla, with dark veins on lower lip"	"Rock cliffs and talus slopes, moist areas along streams and seepages, dry meadows and remnant Picea-Juniperus forest"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.44	96.42	3965	4080	632	31864	"lachnoglossa"	"meadow"	"red"	1	11		11	4		4	0	1	"VA"		"Meadow on slope"	"Corolla magenta, gale darker, base of galea and tube paler"	"Rock cliffs and talus slopes, moist areas along streams and seepages, dry meadows and remnant Picea-Juniperus forest"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.52	96.36	4230	4500	633	31900	"densispica"	"meadow"	"red"	0	6	8	7	0		0	1	1	"DA"		"Meadow on slope. 4100 m"	"Corolla pale pink"	"Scrub area below scree slope"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.52	96.36	4230	4500	633	31929	"kansuensis"	"meadow"	"red"	0	10	12	11	0		0	1	0	"DT"		"Meadow"	"Corolla pinkish or purple"	"Scrub area below scree slope"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.52	96.36	4230	4500	633	31931	"elwesii"	"scrub"	"red"	1	10		10	1		1	0	1	"T-lateral"		"Under shrubs"	"Corolla pinkish"	"Scrub area below scree slope"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.4	96.68	4570	4850	636	31961	"plicata"	"scrub"	"yellow"	0	10	13	11.5	0		0	1	0	"DA"		"Stony slope"	"Corolla pale yellow"	"Dry scree slopes and stony soils on both N and S side of pass"	" sparse scrub vegetation and some meadow plants in places"				
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.09	96.42	4400	4620	644	32082	"przewalskii"	"meadow"	"red, white"	1	30	35	32.5	5	6	5.5	0	1	"VA"		"Meadow between shrubs"	"Corolla magenta, galea darker, white at base"	"Shallow ravine with shrubby slopes interspersed with Kobresia dominated open spaces and exposed soil"	" rocky slopes above 4750"				
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.09	96.42	4400	4620	644	32083	"likiangensis"	"meadow"	"red, white"	0	7		7	0		0	1	0	"DT"		"Meadow and below shrubs and on rocky slope"	"Corolla pink with white at center and dark veins on lower lip"	"Shallow ravine with shrubby slopes interspersed with Kobresia dominated open spaces and exposed soil"	" rocky slopes above 4750"				
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.16	96.18	4100	0	646	32115	"lyrata"	"meadow"	"yellow"	0	7	10	8.5	0		0	1	0	"DA"			"Corolla yellow"	"Meadow and sandy areas along river"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.24	96.52	3830	3900	647	32170	"mollis"	"forest"	"red"	0	4		4	0		0	1	0	"DT"		"Dry slopes and near stream in semi shade and sun"	"Corolla dark red"	"Remnant Picea-Juniperus forests on steep slopes, some shaley, along main river and tributary. Area now covered with scrub of Berberis, Sibiraea, Spiraea and Potentilla glabra"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.24	96.52	3830	3900	647	32171	"densispica"	"forest"	"red, yellow"	0	6	8	7	0		0	1	1	"DA"		"Dry slopes and near stream in semi shade and sun"	"Lower lip pink, upper lip yellow or yellowish brown"	"Remnant Picea-Juniperus forests on steep slopes, some shaley, along main river and tributary. Area now covered with scrub of Berberis, Sibiraea, Spiraea and Potentilla glabra"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.18	96.61	4300	0	648	32217	"brevilabris"	"meadow"	"red"	0	8		17.5	0		1	1	0	"DA"		"Open slope"	"Corolla pale pink"	"Valley and slopes with young Picea forest and adjacent meadow along small stream running into Zi Qu (river), a tributary of the Lancang Jiang (Mekong River)"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.18	96.61	4300	0	648	32228	"mollis"	"meadow"	"red"	0	4		4	0		0	1	0	"DT"		"Open slope and in meadow along Zi Qu"	"Corolla dark purple"	"Valley and slopes with young Picea forest and adjacent meadow along small stream running into Zi Qu (river), a tributary of the Lancang Jiang (Mekong River)"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.18	96.61	4300	0	648	32245	"kansuensis"	"meadow"	"red"	0	10	12	11	0		0	1	0	"DT"		"On slope and in meadow"	"Corolla pink"	"Valley and slopes with young Picea forest and adjacent meadow along small stream running into Zi Qu (river), a tributary of the Lancang Jiang (Mekong River)"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.08	96.95	4440	4665	654	32285	"tatsienensis"	"meadow"	"red"	0	12		12	2	3	2.5	0	0	"DA"		"Meadow above river"	"Corolla magenta, galea dark purple"	"Rhododendron-Salix-Spiraea scrub and interspersed meadows, with rocky slopes on E side of stream"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.11	96.87	3920	0	656	32292	"pectinatiformis"	"scrub"	"red"	0	10		10	10		10	0	1	"VA"		"Among shrubs"	"Corolla purple"	"Slope with shrubs and many herbs"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.12	97.02	3650	3730	658	32350	"mollis"	"forest"	"red"	0	4		4	0		0	1	0	"DT"		"On  bank above stream"	"Corolla dark red"	"Narrow gorge on tributary of Gei Qu (river)"	" Picea forests and meadows on steep hillsides"				
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.27	96.97	3349	0	660	32439	"scolopax"	"scrub"	"yellow"	0	10		10	3		3	0	1	"VA"		"In open and around shrubs"	"Corolla pale yellow, beak dark yellow"	"Xeric scrub of thorny and aromatic shrubs, such as Caragana, Elsholtzia fruticosa and Caryopteris, with interspersed open areas with few herbs"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.27	96.97	3349	0	660	32443	"pseudomelampyriflora"	"scrub"	"red, white"	0	9	12	10.5	9	12	10.5	1	0	"DT"		"Mostly in Artemisia (with similar leaves) and within leguminous shrubs"	"Some plants to ca 1 m tall"	" corolla pink, white at base of tube"	"Xeric scrub of thorny and aromatic shrubs, such as Caragana, Elsholtzia fruticosa and Caryopteris, with interspersed open areas with few herbs"				
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.17	97.3	4600	0	662	32470	"plicata"	"meadow"	"yellow"	0	10	13	11.5	0		0	1	0	"DA"		"Meadow"	"Corolla pale yellow"	"Salix-Rhododendron-Lonicera thickets, red sand scree and Kobresia meadow"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.17	97.3	4600	0	662	32488	"angustiloba"	"scrub"	"yellow"	0	7		9	1		1.5	1	0	"DA"		"Among shrubs"	"Corolla yellow"	"Salix-Rhododendron-Lonicera thickets, red sand scree and Kobresia meadow"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.49	97.41	3560	0	666	32567	"pseudomelampyriflora"	"scrub"	"red"	0	9	12	10.5	9	12	10.5	1	0	"DT"		"On slope in shrubs"	"Corolla pink, apex pale"	"Meadows, scree slopes and remnant Picea forest"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	28.57	99.83	4135	0	670	32587	"lyrata"	"forest"	"yellow, red"	0	7	10	8.5	0		0	1	0	"DA"		"Among various herbaceous plants"	"Corolla light pink, galea yellowish with darker streaks"	"Picea forest and open slope between forest and road"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	27.46	99.91	3030		674	30405	"oxycarpa"	"forest"	"white, red"	1	10		10	7		7	0	1	"VA"		"On steep slope between forest and road."	"Corolla pale cream or nearly white, beak purple."	"Forest of mostly Pinus with Picea intermixed"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	28.96	102.1	3800	4000	679	32677	"cinerascens"	"meadow"	"red, white"	1	12		12	0		0	0	1	"VA"		"Meadow"	"Beak of corolla purple, lip and tube white"	"Thickets and forest of mixed shrubs (Salix, Lonicera) in ravine and interspersed meadow-shrub clearings"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	28.96	102.1	3800	4000	679	32691	"fragarioides"	"meadow"	"red"	1	11		5.5	0		0	1	1	"DA"		"Meadow"	"Corolla pink"	"Thickets and forest of mixed shrubs (Salix, Lonicera) in ravine and interspersed meadow-shrub clearings"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	28.96	102.1	3800	4000	679	32708	"siphonantha"	"meadow"	"red"	1	40	70	55	11		11	0	1	"T-lateral"		"Meadow"	"Corolla purple, galea darker"	"Thickets and forest of mixed shrubs (Salix, Lonicera) in ravine and interspersed meadow-shrub clearings"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	28.96	102.1	3800	4000	679	32709	"microchilae"	"meadow"	"red"	0	5		5	0		0	1	0	"DA"		"Meadow"	"Corolla pink, galea dark purple"	"Thickets and forest of mixed shrubs (Salix, Lonicera) in ravine and interspersed meadow-shrub clearings"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	28.96	102.1	3800	4000	679	32711	"verticillata"	"meadow"	"red"	0	6	9	7.5	0		0	1	0	"DT"		"Meadow"	"Corolla purple with darker purple veins"	"Thickets and forest of mixed shrubs (Salix, Lonicera) in ravine and interspersed meadow-shrub clearings"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	28.96	102.1	3800	4000	679	32721	"smithiana"	"meadow"	"yellow, red"	0	8	10	9	4		4	0	1	"VA"		"Meadow"	"Corolla yellow, beak dark purple"	"Thickets and forest of mixed shrubs (Salix, Lonicera) in ravine and interspersed meadow-shrub clearings"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	28.94	102.1	3440		680	32648	"rex"	"meadow"	"red"	0	20	25	22.5	0		0	1	1	"DT"		"Meadows and gaps in forest"	"Plants to 1 m tall"	" nodes of stem purple"	" corolla pale purple or purple"	"Meadows with mixed herbs (Ligularia, Sinosenecio, Megacarpaea) and shrubs (Lonicera, Spiraea, Rosa) and adjacent wet Salix forest with scattered trees of Abies"			
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	28.94	102.1	3440		680	32651	"lineata"	"meadow"	"red"	0	10		10	0		0	1	0	"DT"		"Meadow"	"Corolla pink or magenta"	" throat and base of corolla white"	" fruit with dark purple veins"	"Meadows with mixed herbs (Ligularia, Sinosenecio, Megacarpaea) and shrubs (Lonicera, Spiraea, Rosa) and adjacent wet Salix forest with scattered trees of Abies"			
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	28.94	102.1	3440		680	32652	"densispica"	"meadow"	"red"	0	6	8	7	0		0	1	1	"DA"		"Meadow"	"Corolla pale pink or nearly white, apex of galea slightly darker"	"Meadows with mixed herbs (Ligularia, Sinosenecio, Megacarpaea) and shrubs (Lonicera, Spiraea, Rosa) and adjacent wet Salix forest with scattered trees of Abies"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	28.94	102.1	3440		680	32665	"davidii"	"meadow"	"red, white"	1	10	12	11	1		1	0	1	"VA"		"Banks of stream"	"Beak and lower lip of corolla magenta, remainder of corolla white"	" flowers fragrant"	"Meadows with mixed herbs (Ligularia, Sinosenecio, Megacarpaea) and shrubs (Lonicera, Spiraea, Rosa) and adjacent wet Salix forest with scattered trees of Abies"				
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	28.94	102.12	2790	3440	682	32809	"hemsleyana"	"forest"	"red"	1	5	6	5.5	4		4	1	0	"DT"		"Slopes along stream in forest"	"Erect"	" corolla pale pink or nearly so, galea pink"	"Mixed forest primarily of Abies and Salix with understory of arborescent Rhododendron-bamboo-mixed shrubs"				
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	28.94	102.25	2300	2400	683	32830	"moupinensis"	"forest"	"red, white"	0	6		6	7		7	0	1	"VA"		"Moist, stony, recently disturbed soil in open and in shade"	"Corolla purple, throat and base white"	"Remnant mixed broad leaved deciduous forest with occasional evergreen Lithocarpus and mixed shrub-bamboo understory"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	28.94	102.25	2300	2400	683	32831	"rex"	"forest"	"red, white"	0	20	25	22.5	0		0	1	1	"DT"		"Moist, stony, recently disturbed soil in open and in shade"	"Corolla purple at apex, white at base"	"Remnant mixed broad leaved deciduous forest with occasional evergreen Lithocarpus and mixed shrub-bamboo understory"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	28.94	102.25	2300	2400	683	32833	"alopecuros"	"forest"	"yellow, red"	0	16	20	19	7		7	0	1	"VA"		"Disturbed, weedy area at edge of forest"	"Corolla yellow, galea purplish brown"	"Remnant mixed broad leaved deciduous forest with occasional evergreen Lithocarpus and mixed shrub-bamboo understory"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	28.92	102.22	2650	2720	685	32950	"densispica"	"meadow"	"red, yellow"	0	6	8	7	0		0	1	1	"DA"		"Meadow"	"Corolla reddish purple, galea yellow at apex"	"Area cleared for dam, adjacent remnant Taxus-Tsuga-mixed deciduous forest with mixed Rhododendron-Salix-bamboo-shrub understory and adjacent meadows"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	28.92	102.22	2650	2720	685	32951	"rex"	"meadow"	"red, white"	0	20	25	22.5	0		0	1	1	"DT"		"Meadow"	"Corolla white at base, apically purple"	"Area cleared for dam, adjacent remnant Taxus-Tsuga-mixed deciduous forest with mixed Rhododendron-Salix-bamboo-shrub understory and adjacent meadows"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	28.92	102.22	2650	2720	685	32955	"axillaris"	"meadow"	"red, white"	1	12		12	1		1	0	1	"VA"		"Meadow"	"Corolla pink, throat white"	"Area cleared for dam, adjacent remnant Taxus-Tsuga-mixed deciduous forest with mixed Rhododendron-Salix-bamboo-shrub understory and adjacent meadows"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	28.91	102.23	2830		686	32971	"hemsleyana"	"forest"	"white, red"	1	5	6	5.5	4		4	1	0	"DT"		"Forest"	"Corolla white, beak pink"	"Forest of Tsuga, Taxus and mixed deciduous trees with Rhododendron-mixed shrubs-bamboo understory"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.21	101.54	3640	3670	690	33203	"siphonantha"	"meadow"	"red"	1	40	70	55	11		11	0	1	"T-lateral"		"Wet meadow with Rhododendron"	"Corolla reddish purple"	"Mixed forests of Quercus, Abies, Picea and Salix and adjacent meadows and boggy marshes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.21	101.54	3640	3670	690	33107	"verticillata"	"meadow"	"red"	0	6	9	7.5	0		0	1	0	"DT"		"Edge of wet meadow"	"Corolla pale pink, lower lip nearly white with dark purple veins"	"Mixed forests of Quercus, Abies, Picea and Salix and adjacent meadows and boggy marshes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.21	101.54	3640	3670	690	33108	"confertiflora"	"meadow"	"red, white"	0	12		12	7		7	0	1	"VA"		"Wet meadow"	"Abundant. Corolla magenta, throat white"	"Mixed forests of Quercus, Abies, Picea and Salix and adjacent meadows and boggy marshes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.21	101.54	3640	3670	690	33110	"superba"	"scrub"	"red"	0	15	30	22.5	2	4	3	0	1	"DA"		"Semi-open shrubby area"	"Common. Corolla pale pinkish purple, apex of beak dark purple"	" base of galea white"	"Mixed forests of Quercus, Abies, Picea and Salix and adjacent meadows and boggy marshes"				
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.21	101.54	3640	3670	690	33117	"rhinanthoides"	"meadow"	"red, white"	1	24	30	27	7	10	8.5	0	1	"A-lateral"		"Wet meadow"	"Abundant. Corolla magenta, white in throat and at base of tube"	"Mixed forests of Quercus, Abies, Picea and Salix and adjacent meadows and boggy marshes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.21	101.54	3640	3670	690	33118	"longiflora"	"meadow"	"yellow, red"	1	40	70	55	6		6	0	1	"T-lateral"		"Wet meadow"	"Abundant. Corolla yellow, with two dark red spots on lower lip"	"Mixed forests of Quercus, Abies, Picea and Salix and adjacent meadows and boggy marshes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.21	101.54	3640	3670	690	33133	"macrosiphon"	"forest"	"red"	1	40	70	55	5		5	0	1	"VA"		"In moss on moist forest floor"	"Corolla pink with white tube"	"Mixed forests of Quercus, Abies, Picea and Salix and adjacent meadows and boggy marshes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.21	101.54	3640	3670	690	33135	"brevilabris"	"meadow"	"red"	0	6	8	17.5	1		1	1	0	"DA"		"Edge of wet meadow"	"Corolla pale pink, nearly white, apex of galea darker pink"	"Mixed forests of Quercus, Abies, Picea and Salix and adjacent meadows and boggy marshes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.21	101.54	3640	3670	690	33136	"thamnophila"	"forest"	"yellow"	0	14	16	15	0		0	1	0	"DT"		"Dry slope in forest"	"Corolla yellow. With Pedicularis superba"	"Mixed forests of Quercus, Abies, Picea and Salix and adjacent meadows and boggy marshes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.17	101.52	3340	3650	691	33171	"cranolopha"	"meadow"	"yellow"	1	36	40	45	7	8	7.5	0	1	"T-lateral"		"Grazed meadow"	"Corolla pale yellow with darker yellow galea and inner lower lip"	"From forested area at higher elevations to disturbed forests to thickets and clearcuts at lower elevations"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.22	101.52	4250	4600	692	33179	"axillaris"	"forest"	"red"	1	12		12	1		1	0	1	"VA"		"Base of cliff"	"Stems purple"	" corolla pinkish purple"	"Abies and Rhododendron forest with Salix, Spiraea, Rosa, Sorbus and other shrubs and open SE-facing scree slope and adjacent meadow"				
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.22	101.52	4250	4600	692	33187	"angustiloba"	"forest"	"yellow"	0	7		9	1		1.5	1	0	"DA"		"Partially open forest under shrubs"	"Corolla greenish yellow"	"Abies and Rhododendron forest with Salix, Spiraea, Rosa, Sorbus and other shrubs and open SE-facing scree slope and adjacent meadow"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.22	101.52	4250	4600	692	33216	"siphonantha"	"meadow"	"red"	1	40	70	55	11		11	0	1	"T-lateral"		"Meadow"	"Corolla reddish purple"	"Abies and Rhododendron forest with Salix, Spiraea, Rosa, Sorbus and other shrubs and open SE-facing scree slope and adjacent meadow"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.22	101.52	4250	4600	692	33218	"smithiana"	"meadow"	"yellow, red"	0	8	10	9	4		4	0	1	"VA"		"Meadow"	"Corolla yellow, beak reddish purple"	"Abies and Rhododendron forest with Salix, Spiraea, Rosa, Sorbus and other shrubs and open SE-facing scree slope and adjacent meadow"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.22	101.52	4250	4600	692	33227	"mussotii"	"meadow"	"red, white"	1	7	10	8.5	7	11	9	0	1	"DA"		"Meadow"	"Corolla pink, tube white"	"Abies and Rhododendron forest with Salix, Spiraea, Rosa, Sorbus and other shrubs and open SE-facing scree slope and adjacent meadow"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.33	101.5	4365	4620	693	33303	"verticillata"	"meadow"	"red"	0	6	9	7.5	0		0	1	0	"DT"		"Clearings around dwarf Rhododendron"	"Corolla pinkish purple with dark veins on lower lip"	"Meadows at pass, scree slopes and dwarf Rhododendron scrub on less steep slopes and tall Rhododendron scrub on leeward-facing slopes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.33	101.5	4365	4620	693	33304	"siphonantha"	"meadow"	"red, white"	1	40	70	55	11		11	0	1	"T-lateral"		"Clearings around dwarf Rhododendron"	"Corolla pinkish purple, lower lip with white and purple upside down heart shaped pattern"	"Meadows at pass, scree slopes and dwarf Rhododendron scrub on less steep slopes and tall Rhododendron scrub on leeward-facing slopes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.33	101.5	4365	4620	693	33305	"urceolata"	"meadow"	"red, white"	0	27	30	28.5	5	6	5.5	0	1	"VA"		"Clearings around dwarf Rhododendron and in meadow"	"Corolla pinkish purple, base of galea white"	"Meadows at pass, scree slopes and dwarf Rhododendron scrub on less steep slopes and tall Rhododendron scrub on leeward-facing slopes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.33	101.5	4365	4620	693	33306	"cinerascens"	"scrub"	"white, red"	1	12		12	0		0	0	1	"VA"		"Growing up through shrubs of dwarf Rhododendron on slope"	"Corolla white, galea reddish purple"	"Meadows at pass, scree slopes and dwarf Rhododendron scrub on less steep slopes and tall Rhododendron scrub on leeward-facing slopes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.33	101.5	4365	4620	693	33320	"rhodotricha"	"scrub"	"red"	1	10		10	4	5	4.5	0	1	"DA"		"Growing up through shrubs of dwarf Rhododendron"	"Stem and leaves reddish purple"	" corolla reddish purple"	"Meadows at pass, scree slopes and dwarf Rhododendron scrub on less steep slopes and tall Rhododendron scrub on leeward-facing slopes"				
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.33	101.5	4365	4620	693	33322	"lineata"	"meadow"	"red"	0	10		10	0		0	1	0	"DT"			"Corolla pinkish purple"	"Meadows at pass, scree slopes and dwarf Rhododendron scrub on less steep slopes and tall Rhododendron scrub on leeward-facing slopes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.33	101.5	4365	4620	693	33323	"oederi"	"meadow"	"yellow, red"	1	12	16	14	0		0	1	0	"DA"			"Corolla light yellow with purple spot at base of galea"	"Meadows at pass, scree slopes and dwarf Rhododendron scrub on less steep slopes and tall Rhododendron scrub on leeward-facing slopes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.33	101.5	4365	4620	693	33351	"recurva"	"meadow"	"red"	1	3.5		3.5	0		0	0	1	"VA"		"Meadow"	"Corolla purple"	"Meadows at pass, scree slopes and dwarf Rhododendron scrub on less steep slopes and tall Rhododendron scrub on leeward-facing slopes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.28	101.47	3900		694	33284	"siphonantha"	"forest"	"red, white"	1	40	70	55	11		11	0	1	"T-lateral"		"Under overhanging branches of Quercus and Abies"	"Corolla pinkish purple, lower lip with white and purple upside down heart shaped pattern"	"Open and wet meadows and cut over Abies, Quercus and Larix forest"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.28	101.47	3900		694	33285	"confertiflora"	"meadow"	"red, white"	0	12		12	7		7	0	1	"VA"		"Meadow"	"Corolla pinkish purple, base of galea white"	"Open and wet meadows and cut over Abies, Quercus and Larix forest"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.28	101.47	3900		694	33286	"cephalantha"	"meadow"	"red, white"	0	14		14	5	6	5.5	0	1	"DA"		"Meadow"	"Corolla pinkish purple, base of galea white"	"Open and wet meadows and cut over Abies, Quercus and Larix forest"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.28	101.47	3900		694	33287	"geosiphon"	"scrub"	"red, white"	1	45	65	55	4		4	0	1	"VA"		"Semi-open shrubby area"	"Corolla pink, base of galea white, base of tube whitish"	"Open and wet meadows and cut over Abies, Quercus and Larix forest"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.28	101.47	3900		694	33289	"lyrata"	"meadow"	"yellow"	0	7	10	8.5	0		0	1	0	"DA"		"Meadow"	"Corolla pale yellow, lower lip plicate"	"Open and wet meadows and cut over Abies, Quercus and Larix forest"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.28	101.47	3900		694	33291	"oxycarpa"	"meadow"	"red"	1	10		10	7		7	0	1	"VA"		"Meadow"	"Flower buds pinkish purple, galea pinkish purple, lower lip pale pink, almost white"	"Open and wet meadows and cut over Abies, Quercus and Larix forest"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.15	101.41	3700	4175	696	33405	"superba"	"forest"	"red, white"	0	15	30	22.5	2	4	3	0	1	"DA"		"In forest. 3700-3840 m"	"Corolla pinkish purple, apex of galea and beak dark purple, base of galea white"	"Abies, Picea, Quercus forest with Rhododendron understory and open grazed dry and boggy meadows"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.15	101.41	3700	4175	696	33409	"confertiflora"	"meadow"	"red, white"	0	12		12	7		7	0	1	"VA"		"Wet meadow. 3700 m"	"Corolla purple, base of galea white"	"Abies, Picea, Quercus forest with Rhododendron understory and open grazed dry and boggy meadows"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.15	101.41	3700	4175	696	33411	"verticillata"	"meadow"	"red"	0	6	9	7.5	0		0	1	0	"DT"		"Wet meadow. 3700 m"	"Corolla pinkish purple, lower lip with dark veins"	"Abies, Picea, Quercus forest with Rhododendron understory and open grazed dry and boggy meadows"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.15	101.41	3700	4175	696	33412	"densispica"	"meadow"	"red, yellow"	0	6	8	7	0		0	1	1	"DA"		"Edge of wet meadow. 3700 m"	"Corolla pale pink or pink, galea greenish or yellow"	"Abies, Picea, Quercus forest with Rhododendron understory and open grazed dry and boggy meadows"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	29.15	101.41	3700	4175	696	33413	"thamnophila"	"forest"	"yellow"	0	14	16	15	0		0	1	0	"DT"		"Disturbed forest on slope. 3700 m"	"Corolla pale yellow"	"Abies, Picea, Quercus forest with Rhododendron understory and open grazed dry and boggy meadows"					
